Symbol,Tag,Strike,Price,Barone-Adesi Whaley,Bjerksund Stensland,Cox-Ross-Rubenstein,Jarrow-Rudd,Equal Probabilities,Trigeorgis,Tian,Leisen-Reimer
MMM,MMM170120C00070000,70.00,88.30,100.97716881790117,100.97716881790117,100.97715768731771,100.97704639832708,100.96522115845707,100.97711317181526,100.97716881648049,100.97716881785759
MMM,MMM170120C00075000,75.00,91.83,96.16268101359637,96.16268101359637,96.16266987205582,96.16255858522199,96.15073333147257,96.16262535877252,96.16268099889943,96.16268101355016
MMM,MMM170120C00080000,80.00,87.75,91.3481943542539,91.3481943542539,91.34818312976499,91.34807185921305,91.33624651571245,91.34813863332518,91.34819425710471,91.34819435429318
MMM,MMM170120C00085000,85.00,82.00,86.53371538319237,86.53371538319237,86.53370383298478,86.53359261572807,86.52176662978862,86.53365939270687,86.53371474486063,86.53371538360652
MMM,MMM170120C00090000,90.00,67.10,81.71927661910141,81.71927661910141,81.71926383187198,81.71915273998056,81.7073240399604,81.71921953047298,81.71927389310906,81.71927662101322
MMM,MMM170120C00095000,95.00,72.75,76.90500724974162,76.90500724974162,76.90499006268169,76.90488056655877,76.8930396512861,76.90494741262954,76.90499834635467,76.90500725629681
MMM,MMM170120C00100000,100.00,67.68,72.0913292083006,72.0913292083006,72.09129969186051,72.09118811746094,72.07932283644242,72.09125516285175,72.09130922963642,72.09132922670466
MMM,MMM170120C00105000,105.00,63.70,67.27940226703184,67.27940226703184,67.27934712849616,67.27925656200462,67.26727423522938,67.27932405495523,67.27934518008925,67.27940231065372
MMM,MMM170120C00110000,110.00,58.80,62.471962563741265,62.471962563741265,62.47188450618229,62.4718006562058,62.45961820415956,62.471869180618725,62.47181311958438,62.47196265272393
MMM,MMM170120C00115000,115.00,53.70,57.6746425995326,57.6746425995326,57.674512165458,57.67447037728719,57.6618404437834,57.67454107084883,57.674377337254434,57.67464275768939
MMM,MMM170120C00120000,120.00,44.60,52.8977003908133,52.8977003908133,52.89733340724251,52.89749671456931,52.88396532480297,52.89757156320606,52.89741323199206,52.8977006380228
MMM,MMM170120C00125000,125.00,43.55,48.15785504626364,48.15785504626364,48.1576535968955,48.15727040431675,48.14325846327304,48.157350466103125,48.15750348826858,48.15785538764027
MMM,MMM170120C00130000,130.00,38.51,43.47972292595792,43.47972292595792,43.47936826922936,43.479752575133524,43.46305048549473,43.479843001659184,43.478986392984126,43.47972334194543
MMM,MMM170120C00135000,135.00,35.24,38.89628725181462,38.89628725181462,38.896457864079586,38.89596719255958,38.8781171724377,38.89606882230414,38.895512323403786,38.89628769404963
MMM,MMM170120C00140000,140.00,30.76,34.44797848601681,34.44797848601681,34.44766634869083,34.44680690764889,34.42679158782329,34.446927263449766,34.447966065089126,34.447978882404925
MMM,MMM170120C00145000,145.00,26.97,30.180263924895517,30.180263924895517,30.178991362686975,30.18011497617046,30.155146499944937,30.180252411323277,30.180596146001896,30.180264193583852
MMM,MMM170120C00150000,150.00,21.55,26.140031998974134,26.140031998974134,26.138373091071024,26.140244783956234,26.111297564368662,26.140400351410783,26.140790427273423,26.140032067394493
MMM,MMM170120C00155000,155.00,18.65,22.371372107673835,22.371372107673835,22.370770314072303,22.370781127985747,22.340478634328356,22.37095416453829,22.372812343370157,22.371371930713526
MMM,MMM170120C00160000,160.00,13.46,18.911492799265755,18.911492799265755,18.913115798789754,18.90959717630598,18.879971225128887,18.909781881275258,18.912934289647872,18.91149237093153
MMM,MMM170120C00165000,165.00,9.90,15.787461023627472,15.787461023627472,15.790341407566837,15.789349487392837,15.75507891406896,15.789546083038994,15.785689684437145,15.787460379283848
MMM,MMM170120C00170000,170.00,7.16,13.014225931610975,13.014225931610975,13.013444328021565,13.016602718834681,12.977126886056812,13.016805157627907,13.01573421971092,13.01422514065214
MMM,MMM170120C00175000,175.00,5.15,10.59409694777643,10.59409694777643,10.596396025980058,10.59188719888816,10.560079412991279,10.592091127319028,10.596460565915768,10.594096099801293
MMM,MMM170120C00180000,180.00,3.26,8.51756603042266,8.51756603042266,8.518352099944227,8.520136734749471,8.48315771073208,8.52033409147562,8.51796251972046,8.517565218804593
MMM,MMM170120C00185000,185.00,2.11,6.765161570288723,6.765161570288723,6.767545371650354,6.763562883236803,6.733820530386756,6.763753220199819,6.767039439220058,6.7651608772956635
MMM,MMM170120C00190000,190.00,1.27,5.309922935786852,5.309922935786852,5.306899553517211,5.310442249336692,5.276312380866423,5.310614415380119,5.3123764409535195,5.309922422018086
MMM,MMM170120C00195000,195.00,0.68,4.120083808228951,4.120083808228951,4.121551139058109,4.121325024501199,4.093541789102551,4.121483532370121,4.117934971379344,4.1200835074883715
MMM,MMM170120C00200000,200.00,0.39,3.1616219258468314,3.1616219258468314,3.163098367522604,3.1602822613871533,3.1379238479418325,3.1604254246712906,3.1623124088338117,3.1616218452959908
MMM,MMM170120C00210000,210.00,0.28,1.8040417536920828,1.8040417536920828,1.8019292565288791,1.8026700101977453,1.782715857703372,1.8027708470016515,1.805418827160072,1.8040420511177553
MMM,MMM170120C00220000,220.00,0.16,0.9901401199686349,0.9901401199686349,0.9885148679026284,0.9894608584399921,0.9762134227141959,0.989531195829085,0.9904304636380682,0.9901406385250551
MMM,MMM170120C00230000,230.00,0.09,0.5246639906942216,0.5246639906942216,0.5230981164660042,0.5237864559909642,0.5152095541225139,0.5238317552332676,0.5247557213759154,0.5246645682727967
AXP,AXP170120C00027500,27.50,38.40,39.000316323370264,39.000316323370264,39.000311994679926,39.00026871636671,38.99567008985314,39.000294683394884,39.00031632260149,39.000316323350326
AXP,AXP170120C00030000,30.00,29.40,36.5930725045981,36.5930725045981,36.593068165724645,36.593024887042176,36.5884262502313,36.59305085412422,36.59307249158218,36.59307250458944
AXP,AXP170120C00035000,35.00,30.12,31.7786075852967,31.7786075852967,31.77860261251304,31.77855941004658,31.773959438891627,31.778585383686316,31.77860652644005,31.778607586036898
AXP,AXP170120C00037500,37.50,26.90,29.3715029567056,29.3715029567056,29.371495772626748,29.37145240551052,29.366846765770475,29.37147840985486,29.371498600502303,29.371502960194032
AXP,AXP170120C00040000,40.00,26.10,26.964956596317542,26.964956596317542,26.964942673148965,26.96490217213323,26.960267692864008,26.964928313607913,26.964937650123638,26.964956608272175
AXP,AXP170120C00042500,42.50,19.00,24.560448541250004,24.560448541250004,24.560417665782367,24.560364070499393,24.555672135421794,24.56039058981822,24.56041405038038,24.560448572784093
AXP,AXP170120C00045000,45.00,20.37,22.1619285132895,22.1619285132895,22.16185765807007,22.16180933037359,22.156929849926282,22.16183712909798,22.161862660984077,22.161928579367483
AXP,AXP170120C00047500,47.50,16.55,19.77800326932518,19.77800326932518,19.77794323317093,19.777844460556658,19.772606683603296,19.77787417021557,19.77786940800964,19.77800338141467
AXP,AXP170120C00050000,50.00,16.60,17.42434958035594,17.42434958035594,17.424228711109183,17.424344042107148,17.41810081668741,17.424378023268634,17.42406749240937,17.42434973527988
AXP,AXP170120C00052500,52.50,13.95,15.125271387035252,15.125271387035252,15.125337274793894,15.125144710767577,15.118204904626943,15.125184233023782,15.124972277911834,15.125271559014184
AXP,AXP170120C00055000,55.00,12.15,12.91325437101193,12.91325437101193,12.913328765166511,12.912760852925052,12.904842242854844,12.912807889729176,12.913205623232374,12.913254514185832
AXP,AXP170120C00057500,57.50,10.10,10.825994193743323,10.825994193743323,10.826316203280244,10.825578502772062,10.816211179385245,10.825634551171078,10.826040844787741,10.825994256601192
AXP,AXP170120C00060000,60.00,8.25,8.901398779138852,8.901398779138852,8.902153252242906,8.901860209085061,8.89037335445438,8.90192558631048,8.900759909249402,8.90139872442941
AXP,AXP170120C00062500,62.50,5.85,7.171916480294609,7.171916480294609,7.1715755984480065,7.1727217426266145,7.1583730500024485,7.172795010804961,7.172263336127878,7.171916300476145
AXP,AXP170120C00065000,65.00,4.34,5.659780664118381,5.659780664118381,5.660880228540806,5.659744239354497,5.6469793027063355,5.659821914907143,5.660135677270082,5.659780385168136
AXP,AXP170120C00067500,67.50,3.15,4.374341877584794,4.374341877584794,4.373422125179586,4.374595479424829,4.359270301356991,4.374674252193482,4.375485551354511,4.374341550387474
AXP,AXP170120C00070000,70.00,2.12,3.311876750540356,3.311876750540356,3.3121916776684235,3.312878006242909,3.2985052029944044,3.312954755879219,3.312020585799425,3.3118764349299026
AXP,AXP170120C00072500,72.50,1.36,2.457510354535202,2.457510354535202,2.4583118729742717,2.4582998918112557,2.4455591967262387,2.4583717291216995,2.456654691994165,2.457510103026922
AXP,AXP170120C00075000,75.00,0.91,1.7884343122196076,1.7884343122196076,1.7891182924937352,1.78896783784833,1.7777093341703247,1.789032338746493,1.787438614705237,1.7884341588946562
AXP,AXP170120C00077500,77.50,0.53,1.277511481108952,1.277511481108952,1.277759980024806,1.2778884124202046,1.2679700551991213,1.2779439093186118,1.277132709549109,1.2775114377948575
AXP,AXP170120C00080000,80.00,0.37,0.8965383121871615,0.8965383121871615,0.895928890918597,0.8965480022377348,0.8878775281140325,0.8965937245885649,0.896879718823903,0.8965383710391954
AXP,AXP170120C00082500,82.50,0.19,0.6187377070784993,0.6187377070784993,0.6183407531053909,0.6178320442173122,0.6114401026032635,0.6178680939652458,0.6192295729706004,0.6187378469010425
AXP,AXP170120C00085000,85.00,0.10,0.4203486531818225,0.4203486531818225,0.4204443147078167,0.41995883699852776,0.4151633502186185,0.41998912822671464,0.42010166185631576,0.4203488467108242
AXP,AXP170120C00087500,87.50,0.05,0.2813908059628695,0.2813908059628695,0.28082101774962914,0.2811016788947731,0.276952498375781,0.2811238513256989,0.2814302845542597,0.28139102605455873
AXP,AXP170120C00090000,90.00,0.06,0.18579411011689964,0.18579411011689964,0.18569697799889492,0.18527119976932002,0.18262925580949146,0.18528891775354717,0.18570119066919283,0.18579433385862695
AXP,AXP170120C00092500,92.50,0.02,0.12111223389949115,0.12111223389949115,0.12061992327474366,0.1207976308916221,0.11853198861471573,0.12080966210197527,0.12109108804669468,0.12111244454226888
