Symbol,Tag,Strike,Real,Barone-Adesi Whaley,Bjerksund-Stensland,FDAmerican,Cox-Ross-Rubenstein,Jarrow-Rudd,Equal Probabilities,Trigeorgis,Tian,Leisen-Reimer
MMM,MMM160610C00162500,162.5,4.45,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04
MMM,MMM160610C00165000,165,3.28,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM160610C00167500,167.5,1.68,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045
MMM,MMM160610C00170000,170,0.37,0,0,0,0,0,0,0,0,0
MMM,MMM160610C00172500,172.5,0.14,0,0,0,0,0,0,0,0,0
MMM,MMM160610C00175000,175,0.01,0,0,0,0,0,0,0,0,0
MMM,MMM160610C00180000,180,0.12,0,0,0,0,0,0,0,0,0
MMM,MMM160610C00190000,190,0.3,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00150000,150,16.52,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528
MMM,MMM160617C00155000,155,12.73,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533
MMM,MMM160617C00160000,160,10.25,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM160617C00162500,162.5,7.54,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04,6.04
MMM,MMM160617C00165000,165,3.77,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM160617C00167500,167.5,1.95,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045
MMM,MMM160617C00170000,170,0.85,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00172500,172.5,0.18,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00175000,175,0.11,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00177500,177.5,0.04,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00180000,180,0.01,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00185000,185,0.01,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00190000,190,0.06,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00210000,210,0.07,0,0,0,0,0,0,0,0,0
MMM,MMM160617C00220000,220,0.06,0,0,0,0,0,0,0,0,0
MMM,MMM160624C00160000,160,7.3,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM160624C00165000,165,5.01,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM160624C00167500,167.5,2.54,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045
MMM,MMM160624C00170000,170,1.31,0,0,0,0,0,0,0,0,0
MMM,MMM160624C00172500,172.5,0.48,0,0,0,0,0,0,0,0,0
MMM,MMM160624C00175000,175,0.42,0,0,0,0,0,0,0,0,0
MMM,MMM160624C00177500,177.5,0.57,0,0,0,0,0,0,0,0,0
MMM,MMM160624C00180000,180,0.19,0,0,0,0,0,0,0,0,0
MMM,MMM160624C00185000,185,0.15,0,0,0,0,0,0,0,0,0
MMM,MMM160701C00157500,157.5,8.15,11.035,11.035,11.035,11.035,11.035,11.035,11.035,11.035,11.035
MMM,MMM160701C00160000,160,10.3,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM160701C00165000,165,3.85,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM160701C00167500,167.5,3.54,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045
MMM,MMM160701C00170000,170,1.49,0,0,0,0,0,0,0,0,0
MMM,MMM160701C00172500,172.5,0.95,0,0,0,0,0,0,0,0,0
MMM,MMM160701C00175000,175,0.66,0,0,0,0,0,0,0,0,0
MMM,MMM160701C00177500,177.5,0.24,0,0,0,0,0,0,0,0,0
MMM,MMM160708C00170000,170,1.98,0,0,0,0,0,0,0,0,0
MMM,MMM160708C00172500,172.5,0.96,0,0,0,0,0,0,0,0,0
MMM,MMM160708C00175000,175,0.31,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00105000,105,62.7,63.484,63.484,63.484,63.484,63.484,63.484,63.484,63.484,63.484
MMM,MMM160715C00115000,115,39.93,53.493,53.493,53.493,53.493,53.493,53.493,53.493,53.493,53.493
MMM,MMM160715C00120000,120,39.65,48.498,48.498,48.498,48.498,48.498,48.498,48.498,48.498,48.498
MMM,MMM160715C00125000,125,42.51,43.503,43.503,43.503,43.503,43.503,43.503,43.503,43.503,43.503
MMM,MMM160715C00130000,130,37.7,38.508,38.508,38.508,38.508,38.508,38.508,38.508,38.508,38.508
MMM,MMM160715C00135000,135,32.51,33.513,33.513,33.513,33.513,33.513,33.513,33.513,33.513,33.513
MMM,MMM160715C00140000,140,26.92,28.518,28.518,28.518,28.518,28.518,28.518,28.518,28.518,28.518
MMM,MMM160715C00145000,145,23.7,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523
MMM,MMM160715C00150000,150,18.45,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528
MMM,MMM160715C00155000,155,13.78,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533
MMM,MMM160715C00160000,160,9.03,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM160715C00165000,165,5.3,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM160715C00170000,170,2.11,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00175000,175,0.53,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00180000,180,0.07,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00185000,185,0.03,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00190000,190,0.03,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00195000,195,0.38,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00200000,200,0.23,0,0,0,0,0,0,0,0,0
MMM,MMM160715C00230000,230,0.13,0,0,0,0,0,0,0,0,0
MMM,MMM160722C00160000,160,9.36,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM160722C00165000,165,5.65,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM160722C00167500,167.5,3.38,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045,1.045
MMM,MMM161021C00145000,145,24,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523
MMM,MMM161021C00150000,150,21.66,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528
MMM,MMM161021C00155000,155,14.65,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533
MMM,MMM161021C00160000,160,10.65,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM161021C00165000,165,7.85,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM161021C00170000,170,5.4,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00175000,175,3,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00180000,180,1.65,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00185000,185,0.71,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00190000,190,0.32,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00195000,195,0.14,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00200000,200,0.11,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00210000,210,0.01,0,0,0,0,0,0,0,0,0
MMM,MMM161021C00230000,230,0.02,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00070000,70,88.3,98.449,98.449,98.449,98.449,98.449,98.449,98.449,98.449,98.449
MMM,MMM170120C00075000,75,91.83,93.454,93.454,93.454,93.454,93.454,93.454,93.454,93.454,93.454
MMM,MMM170120C00080000,80,87.75,88.459,88.459,88.459,88.459,88.459,88.459,88.459,88.459,88.459
MMM,MMM170120C00085000,85,82,83.464,83.464,83.464,83.464,83.464,83.464,83.464,83.464,83.464
MMM,MMM170120C00090000,90,67.1,78.469,78.469,78.469,78.469,78.469,78.469,78.469,78.469,78.469
MMM,MMM170120C00095000,95,72.75,73.474,73.474,73.474,73.474,73.474,73.474,73.474,73.474,73.474
MMM,MMM170120C00100000,100,67.68,68.479,68.479,68.479,68.479,68.479,68.479,68.479,68.479,68.479
MMM,MMM170120C00105000,105,63.7,63.484,63.484,63.484,63.484,63.484,63.484,63.484,63.484,63.484
MMM,MMM170120C00110000,110,58.8,58.488,58.488,58.488,58.488,58.488,58.488,58.488,58.488,58.488
MMM,MMM170120C00115000,115,53.7,53.493,53.493,53.493,53.493,53.493,53.493,53.493,53.493,53.493
MMM,MMM170120C00120000,120,44.6,48.498,48.498,48.498,48.498,48.498,48.498,48.498,48.498,48.498
MMM,MMM170120C00125000,125,43.55,43.503,43.503,43.503,43.503,43.503,43.503,43.503,43.503,43.503
MMM,MMM170120C00130000,130,38.51,38.508,38.508,38.508,38.508,38.508,38.508,38.508,38.508,38.508
MMM,MMM170120C00135000,135,35.24,33.513,33.513,33.513,33.513,33.513,33.513,33.513,33.513,33.513
MMM,MMM170120C00140000,140,30.76,28.518,28.518,28.518,28.518,28.518,28.518,28.518,28.518,28.518
MMM,MMM170120C00145000,145,26.97,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523
MMM,MMM170120C00150000,150,21.55,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528
MMM,MMM170120C00155000,155,18.65,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533
MMM,MMM170120C00160000,160,13.46,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM170120C00165000,165,9.9,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM170120C00170000,170,7.16,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00175000,175,5.15,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00180000,180,3.26,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00185000,185,2.11,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00190000,190,1.27,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00195000,195,0.68,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00200000,200,0.39,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00210000,210,0.28,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00220000,220,0.16,0,0,0,0,0,0,0,0,0
MMM,MMM170120C00230000,230,0.09,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00070000,70,84.66,98.449,98.449,98.449,98.449,98.449,98.449,98.449,98.449,98.449
MMM,MMM180119C00080000,80,86.8,88.459,88.459,88.459,88.459,88.459,88.459,88.459,88.459,88.459
MMM,MMM180119C00090000,90,77,78.469,78.469,78.469,78.469,78.469,78.469,78.469,78.469,78.469
MMM,MMM180119C00100000,100,66.19,68.479,68.479,68.479,68.479,68.479,68.479,68.479,68.479,68.479
MMM,MMM180119C00105000,105,62.99,63.484,63.484,63.484,63.484,63.484,63.484,63.484,63.484,63.484
MMM,MMM180119C00110000,110,55,58.488,58.488,58.488,58.488,58.488,58.488,58.488,58.488,58.488
MMM,MMM180119C00115000,115,30.95,53.493,53.493,53.493,53.493,53.493,53.493,53.493,53.493,53.493
MMM,MMM180119C00120000,120,44.52,48.498,48.498,48.498,48.498,48.498,48.498,48.498,48.498,48.498
MMM,MMM180119C00125000,125,44.55,43.503,43.503,43.503,43.503,43.503,43.503,43.503,43.503,43.503
MMM,MMM180119C00130000,130,40.9,38.508,38.508,38.508,38.508,38.508,38.508,38.508,38.508,38.508
MMM,MMM180119C00135000,135,37.04,33.513,33.513,33.513,33.513,33.513,33.513,33.513,33.513,33.513
MMM,MMM180119C00140000,140,32.78,28.518,28.518,28.518,28.518,28.518,28.518,28.518,28.518,28.518
MMM,MMM180119C00145000,145,25.76,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523,23.523
MMM,MMM180119C00150000,150,25.47,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528,18.528
MMM,MMM180119C00155000,155,20.75,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533,13.533
MMM,MMM180119C00160000,160,18.05,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538,8.538
MMM,MMM180119C00165000,165,15.25,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543,3.543
MMM,MMM180119C00170000,170,13.05,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00175000,175,10.3,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00180000,180,8.8,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00185000,185,6.84,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00190000,190,5.4,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00195000,195,4.5,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00200000,200,3.74,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00210000,210,2.01,0,0,0,0,0,0,0,0,0
MMM,MMM180119C00220000,220,1.2,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00060000,60,5.86,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539
AXP,AXP160610C00062000,62,3.09,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541
AXP,AXP160610C00062500,62.5,1.75,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042
AXP,AXP160610C00063000,63,2.57,2.542,2.542,2.542,2.542,2.542,2.542,2.542,2.542,2.542
AXP,AXP160610C00063500,63.5,2.63,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043
AXP,AXP160610C00064000,64,2,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543
AXP,AXP160610C00064500,64.5,0.73,1.044,1.044,1.044,1.044,1.044,1.044,1.044,1.044,1.044
AXP,AXP160610C00065000,65,0.58,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP160610C00065500,65.5,0.55,0.083,0.083,0.083,0.083,0.083,0.082,0.083,0.083,0.083
AXP,AXP160610C00066000,66,0.29,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00066500,66.5,0.12,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00067000,67,0.24,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00067500,67.5,0.14,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00068000,68,0.1,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00068500,68.5,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00071000,71,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP160610C00072500,72.5,0.07,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00055000,55,10.08,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534
AXP,AXP160617C00057500,57.5,8.55,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037
AXP,AXP160617C00060000,60,5.45,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539
AXP,AXP160617C00062000,62,3.71,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541
AXP,AXP160617C00062500,62.5,4,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042
AXP,AXP160617C00063000,63,2.5,2.542,2.542,2.542,2.542,2.542,2.542,2.542,2.542,2.542
AXP,AXP160617C00063500,63.5,2.55,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043
AXP,AXP160617C00064000,64,2.15,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543
AXP,AXP160617C00064500,64.5,2.16,1.044,1.044,1.044,1.044,1.044,1.044,1.044,1.044,1.044
AXP,AXP160617C00065000,65,1.19,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP160617C00065500,65.5,0.92,0.083,0.083,0.083,0.083,0.083,0.082,0.083,0.083,0.083
AXP,AXP160617C00066000,66,0.7,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00066500,66.5,0.45,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00067000,67,0.28,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00067500,67.5,0.19,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00068000,68,0.18,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00068500,68.5,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00069000,69,0.08,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00070000,70,0.05,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00071000,71,0.02,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00072500,72.5,0.04,0,0,0,0,0,0,0,0,0
AXP,AXP160617C00075000,75,0.05,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00056000,56,8.7,9.535,9.535,9.535,9.535,9.535,9.535,9.535,9.535,9.535
AXP,AXP160624C00057000,57,8.15,8.536,8.536,8.536,8.536,8.536,8.536,8.536,8.536,8.536
AXP,AXP160624C00059500,59.5,4.79,6.039,6.039,6.039,6.039,6.039,6.039,6.039,6.039,6.039
AXP,AXP160624C00060500,60.5,4.93,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04,5.04
AXP,AXP160624C00061000,61,4.03,4.54,4.54,4.54,4.54,4.54,4.54,4.54,4.54,4.54
AXP,AXP160624C00062500,62.5,1.61,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042
AXP,AXP160624C00063500,63.5,1.19,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043
AXP,AXP160624C00064000,64,1.27,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543
AXP,AXP160624C00064500,64.5,1.45,1.044,1.044,1.044,1.044,1.044,1.044,1.044,1.044,1.044
AXP,AXP160624C00065000,65,1.49,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP160624C00065500,65.5,1.2,0.083,0.083,0.083,0.083,0.083,0.082,0.083,0.083,0.083
AXP,AXP160624C00066000,66,1.1,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00066500,66.5,0.79,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00067000,67,0.55,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00067500,67.5,0.55,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00068000,68,0.25,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00068500,68.5,0.24,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00069000,69,0.11,0,0,0,0,0,0,0,0,0
AXP,AXP160624C00069500,69.5,0.14,0,0,0,0,0,0,0,0,0
AXP,AXP160701C00062000,62,3.51,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.541
AXP,AXP160701C00063000,63,2.41,2.542,2.542,2.542,2.542,2.542,2.542,2.542,2.542,2.542
AXP,AXP160701C00063500,63.5,2.63,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043,2.043
AXP,AXP160701C00064000,64,2.4,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543
AXP,AXP160701C00065000,65,2.05,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP160701C00065500,65.5,1.26,0.083,0.083,0.083,0.083,0.083,0.082,0.083,0.083,0.083
AXP,AXP160701C00066000,66,0.77,0,0,0,0,0,0,0,0,0
AXP,AXP160701C00066500,66.5,0.6,0,0,0,0,0,0,0,0,0
AXP,AXP160701C00067000,67,0.75,0,0,0,0,0,0,0,0,0
AXP,AXP160701C00067500,67.5,0.44,0,0,0,0,0,0,0,0,0
AXP,AXP160701C00069500,69.5,0.2,0,0,0,0,0,0,0,0,0
AXP,AXP160701C00070000,70,0.11,0,0,0,0,0,0,0,0,0
AXP,AXP160708C00066000,66,0.94,0,0,0,0,0,0,0,0,0
AXP,AXP160708C00066500,66.5,0.7,0,0,0,0,0,0,0,0,0
AXP,AXP160708C00068000,68,0.45,0,0,0,0,0,0,0,0,0
AXP,AXP160708C00068500,68.5,0.43,0,0,0,0,0,0,0,0,0
AXP,AXP160708C00069500,69.5,0.23,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00040000,40,24.5,25.519,25.519,25.519,25.519,25.519,25.519,25.519,25.519,25.519
AXP,AXP160715C00045000,45,15.55,20.524,20.524,20.524,20.524,20.524,20.524,20.524,20.524,20.524
AXP,AXP160715C00047500,47.5,16.2,18.027,18.027,18.027,18.027,18.027,18.027,18.027,18.027,18.027
AXP,AXP160715C00050000,50,14.03,15.529,15.529,15.529,15.529,15.529,15.529,15.529,15.529,15.529
AXP,AXP160715C00052500,52.5,12.7,13.032,13.032,13.032,13.032,13.032,13.032,13.032,13.032,13.032
AXP,AXP160715C00055000,55,11.45,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534
AXP,AXP160715C00057500,57.5,8.35,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037
AXP,AXP160715C00060000,60,6.4,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539
AXP,AXP160715C00062500,62.5,3.57,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042
AXP,AXP160715C00065000,65,1.8,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP160715C00067500,67.5,0.67,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00070000,70,0.17,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00072500,72.5,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00075000,75,0.02,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00077500,77.5,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00080000,80,0.03,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00085000,85,0.02,0,0,0,0,0,0,0,0,0
AXP,AXP160715C00090000,90,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP160722C00064000,64,2.4,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543,1.543
AXP,AXP160722C00065000,65,1.67,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP160722C00065500,65.5,1.75,0.083,0.083,0.083,0.083,0.083,0.082,0.083,0.083,0.083
AXP,AXP160722C00068000,68,0.7,0,0,0,0,0,0,0,0,0
AXP,AXP160722C00070000,70,0.27,0,0,0,0,0,0,0,0,0
AXP,AXP160722C00071500,71.5,0.22,0,0,0,0,0,0,0,0,0
AXP,AXP160722C00073000,73,0.15,0,0,0,0,0,0,0,0,0
AXP,AXP161021C00050000,50,15.8,15.529,15.529,15.529,15.529,15.529,15.529,15.529,15.529,15.529
AXP,AXP161021C00052500,52.5,10.95,13.032,13.032,13.032,13.032,13.032,13.032,13.032,13.032,13.032
AXP,AXP161021C00055000,55,11.2,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534
AXP,AXP161021C00057500,57.5,8.28,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037
AXP,AXP161021C00060000,60,6.92,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539
AXP,AXP161021C00062500,62.5,5.2,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042
AXP,AXP161021C00065000,65,3.35,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP161021C00067500,67.5,2.04,0,0,0,0,0,0,0,0,0
AXP,AXP161021C00070000,70,1.32,0,0,0,0,0,0,0,0,0
AXP,AXP161021C00072500,72.5,0.7,0,0,0,0,0,0,0,0,0
AXP,AXP161021C00075000,75,0.39,0,0,0,0,0,0,0,0,0
AXP,AXP161021C00080000,80,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00027500,27.5,38.4,38.007,38.007,38.007,38.007,38.007,38.007,38.007,38.007,38.007
AXP,AXP170120C00030000,30,29.4,35.51,35.51,35.51,35.51,35.51,35.51,35.51,35.51,35.51
AXP,AXP170120C00035000,35,30.12,30.515,30.515,30.515,30.515,30.515,30.515,30.515,30.515,30.515
AXP,AXP170120C00037500,37.5,26.9,28.017,28.017,28.017,28.017,28.017,28.017,28.017,28.017,28.017
AXP,AXP170120C00040000,40,26.1,25.519,25.519,25.519,25.519,25.519,25.519,25.519,25.519,25.519
AXP,AXP170120C00042500,42.5,19,23.022,23.022,23.022,23.022,23.022,23.022,23.022,23.022,23.022
AXP,AXP170120C00045000,45,20.37,20.524,20.524,20.524,20.524,20.524,20.524,20.524,20.524,20.524
AXP,AXP170120C00047500,47.5,16.55,18.027,18.027,18.027,18.027,18.027,18.027,18.027,18.027,18.027
AXP,AXP170120C00050000,50,16.6,15.529,15.529,15.529,15.529,15.529,15.529,15.529,15.529,15.529
AXP,AXP170120C00052500,52.5,13.95,13.032,13.032,13.032,13.032,13.032,13.032,13.032,13.032,13.032
AXP,AXP170120C00055000,55,12.15,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534,10.534
AXP,AXP170120C00057500,57.5,10.1,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037,8.037
AXP,AXP170120C00060000,60,8.25,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539,5.539
AXP,AXP170120C00062500,62.5,5.85,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042,3.042
AXP,AXP170120C00065000,65,4.34,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544
AXP,AXP170120C00067500,67.5,3.15,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00070000,70,2.12,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00072500,72.5,1.36,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00075000,75,0.91,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00077500,77.5,0.53,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00080000,80,0.37,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00082500,82.5,0.19,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00085000,85,0.1,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00087500,87.5,0.05,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00090000,90,0.06,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00092500,92.5,0.02,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00095000,95,0.03,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00097500,97.5,0.05,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00100000,100,0.03,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00105000,105,0.05,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00110000,110,0.01,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00115000,115,0.05,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00120000,120,0.8,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00125000,125,0.15,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00130000,130,0.07,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00135000,135,0.15,0,0,0,0,0,0,0,0,0
AXP,AXP170120C00140000,140,0.11,0,0,0,0,0,0,0,0,0
AXP,AXP180119C00027500,27.5,32,38.007,38.007,38.007,38.007,38.007,38.007,38.007,38.007,38.007
AXP,AXP180119C00030000,30,34.2,35.51,35.51,35.51,35.51,35.51,35.51,35.51,35.51,35.51
AXP,AXP180119C00032500,32.5,31.09,33.012,33.012,33.012,33.012,33.012,33.012,33.012,33.012,33.012
AXP,AXP180119C00035000,35,23.5,30.515,30.515,30.515,30.515,30.515,30.515,30.515,30.515,30.515
AXP,AXP180119C00037500,37.5,18.85,28.017,28.017,28.017,28.017,28.017,28.017,28.017,28.017,28.017
