Symbol,Tag,Strike,Real,Barone-Adesi Whaley,Bjerksund-Stensland,FDAmerican,Cox-Ross-Rubenstein,Jarrow-Rudd,Equal Probabilities,Trigeorgis,Tian,Leisen-Reimer
CAT,CAT160610C00083000,83,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT160610C00085000,85,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160610C00086000,86,0.28,0,0,0,0,0,0,0,0,0
CAT,CAT160610C00088000,88,0.08,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00047500,47.5,26.03,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627
CAT,CAT160617C00050000,50,30.25,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129
CAT,CAT160617C00055000,55,25.23,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134
CAT,CAT160617C00060000,60,11.29,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139
CAT,CAT160617C00065000,65,9,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144
CAT,CAT160617C00067500,67.5,6.4,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647
CAT,CAT160617C00068000,68,7,7.147,7.147,7.147,7.147,7.147,7.147,7.147,7.147,7.147
CAT,CAT160617C00068500,68.5,4.56,6.648,6.648,6.648,6.648,6.648,6.648,6.648,6.648,6.648
CAT,CAT160617C00069000,69,5.15,6.148,6.148,6.148,6.148,6.148,6.148,6.148,6.148,6.148
CAT,CAT160617C00069500,69.5,5.25,5.649,5.649,5.649,5.649,5.649,5.649,5.649,5.649,5.649
CAT,CAT160617C00070000,70,5.13,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT160617C00070500,70.5,2.75,4.649,4.649,4.649,4.649,4.649,4.649,4.649,4.649,4.649
CAT,CAT160617C00071000,71,4.26,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
CAT,CAT160617C00071500,71.5,3.45,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
CAT,CAT160617C00072000,72,3.2,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151
CAT,CAT160617C00072500,72.5,2.96,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT160617C00073000,73,2.6,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152
CAT,CAT160617C00073500,73.5,2.17,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652
CAT,CAT160617C00074000,74,1.88,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153
CAT,CAT160617C00074500,74.5,1.58,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653
CAT,CAT160617C00075000,75,1.3,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT160617C00075500,75.5,1.02,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CAT,CAT160617C00076000,76,0.77,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00076500,76.5,0.62,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00077000,77,0.48,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00077500,77.5,0.35,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00078000,78,0.25,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00078500,78.5,0.13,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00079000,79,0.14,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00079500,79.5,0.1,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00080000,80,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00080500,80.5,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00081000,81,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00082500,82.5,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00084500,84.5,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00085000,85,0.04,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00087500,87.5,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00090000,90,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00095000,95,0.04,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00100000,100,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00105000,105,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160617C00115000,115,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00060000,60,10.1,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139
CAT,CAT160624C00065000,65,7.3,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144
CAT,CAT160624C00066000,66,8.98,9.145,9.145,9.145,9.145,9.145,9.145,9.145,9.145,9.145
CAT,CAT160624C00066500,66.5,5.31,8.646,8.646,8.646,8.646,8.646,8.646,8.646,8.646,8.646
CAT,CAT160624C00067000,67,4.37,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146,8.146
CAT,CAT160624C00067500,67.5,4.19,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647
CAT,CAT160624C00068000,68,6.1,7.147,7.147,7.147,7.147,7.147,7.147,7.147,7.147,7.147
CAT,CAT160624C00068500,68.5,3.41,6.648,6.648,6.648,6.648,6.648,6.648,6.648,6.648,6.648
CAT,CAT160624C00069000,69,4.89,6.148,6.148,6.148,6.148,6.148,6.148,6.148,6.148,6.148
CAT,CAT160624C00069500,69.5,4.08,5.649,5.649,5.649,5.649,5.649,5.649,5.649,5.649,5.649
CAT,CAT160624C00070000,70,4.24,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT160624C00070500,70.5,2.86,4.649,4.649,4.649,4.649,4.649,4.649,4.649,4.649,4.649
CAT,CAT160624C00071000,71,4.17,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
CAT,CAT160624C00071500,71.5,3.57,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
CAT,CAT160624C00072000,72,3.6,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151
CAT,CAT160624C00072500,72.5,3.07,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT160624C00073000,73,2.58,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152
CAT,CAT160624C00073500,73.5,2.35,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652
CAT,CAT160624C00074000,74,1.95,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153
CAT,CAT160624C00074500,74.5,1.88,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653
CAT,CAT160624C00075000,75,1.51,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT160624C00075500,75.5,1.3,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CAT,CAT160624C00076000,76,1,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00076500,76.5,0.75,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00077000,77,0.55,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00077500,77.5,0.22,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00078000,78,0.18,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00078500,78.5,0.31,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00079000,79,0.25,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00079500,79.5,0.15,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00080000,80,0.15,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00080500,80.5,0.08,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00081000,81,0.33,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00081500,81.5,0.07,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00082000,82,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00083000,83,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160624C00084000,84,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00068500,68.5,3.35,6.648,6.648,6.648,6.648,6.648,6.648,6.648,6.648,6.648
CAT,CAT160701C00070000,70,3.15,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT160701C00070500,70.5,5,4.649,4.649,4.649,4.649,4.649,4.649,4.649,4.649,4.649
CAT,CAT160701C00071000,71,2.7,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15,4.15
CAT,CAT160701C00071500,71.5,2.22,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
CAT,CAT160701C00072000,72,3.6,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151
CAT,CAT160701C00072500,72.5,2.35,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT160701C00073000,73,1.62,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152
CAT,CAT160701C00073500,73.5,2.36,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652
CAT,CAT160701C00074000,74,2.24,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153
CAT,CAT160701C00074500,74.5,1.96,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653
CAT,CAT160701C00075000,75,1.89,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT160701C00075500,75.5,0.86,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CAT,CAT160701C00076000,76,1.34,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00076500,76.5,0.42,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00077000,77,0.79,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00077500,77.5,0.75,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00078000,78,0.64,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00078500,78.5,0.25,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00079000,79,0.2,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00080000,80,0.14,0,0,0,0,0,0,0,0,0
CAT,CAT160701C00080500,80.5,0.22,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00070000,70,3.42,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT160708C00071500,71.5,4.23,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
CAT,CAT160708C00072000,72,2.25,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151
CAT,CAT160708C00072500,72.5,2.64,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT160708C00073000,73,2.42,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152
CAT,CAT160708C00074000,74,2.46,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153
CAT,CAT160708C00074500,74.5,2.1,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653,0.653
CAT,CAT160708C00075000,75,1.34,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT160708C00075500,75.5,1.15,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003
CAT,CAT160708C00076000,76,1.32,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00076500,76.5,0.85,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00077000,77,0.69,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00077500,77.5,0.41,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00078000,78,0.72,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00078500,78.5,0.5,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00079000,79,0.54,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00080000,80,0.17,0,0,0,0,0,0,0,0,0
CAT,CAT160708C00081000,81,0.23,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00050000,50,22.05,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129
CAT,CAT160715C00055000,55,16.02,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134
CAT,CAT160715C00060000,60,12.02,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139
CAT,CAT160715C00065000,65,9.72,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144
CAT,CAT160715C00067500,67.5,6.75,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647
CAT,CAT160715C00070000,70,4.9,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT160715C00072500,72.5,3.36,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT160715C00075000,75,2.3,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT160715C00077500,77.5,1.15,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00080000,80,0.49,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00082500,82.5,0.16,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00085000,85,0.06,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00087500,87.5,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00090000,90,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00095000,95,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT160715C00100000,100,0.02,0,0,0,0,0,0,0,0,0
CAT,CAT160722C00072000,72,3.15,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151,3.151
CAT,CAT160722C00073000,73,2.62,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152,2.152
CAT,CAT160722C00073500,73.5,2.25,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652,1.652
CAT,CAT160722C00074000,74,2.65,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153,1.153
CAT,CAT160722C00075000,75,1.61,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT160722C00077500,77.5,1.15,0,0,0,0,0,0,0,0,0
CAT,CAT160722C00078000,78,0.7,0,0,0,0,0,0,0,0,0
CAT,CAT160722C00079500,79.5,0.5,0,0,0,0,0,0,0,0,0
CAT,CAT160722C00082000,82,0.2,0,0,0,0,0,0,0,0,0
CAT,CAT160819C00035000,35,45.24,40.115,40.115,40.115,40.115,40.115,40.115,40.115,40.115,40.115
CAT,CAT160819C00040000,40,32.35,35.119,35.119,35.119,35.119,35.119,35.119,35.119,35.119,35.119
CAT,CAT160819C00042500,42.5,37.68,32.622,32.622,32.622,32.622,32.622,32.622,32.622,32.622,32.622
CAT,CAT160819C00045000,45,35.2,30.124,30.124,30.124,30.124,30.124,30.124,30.124,30.124,30.124
CAT,CAT160819C00047500,47.5,32.62,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627
CAT,CAT160819C00050000,50,30.16,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129
CAT,CAT160819C00052500,52.5,24.29,22.632,22.632,22.632,22.632,22.632,22.632,22.632,22.632,22.632
CAT,CAT160819C00055000,55,23.94,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134
CAT,CAT160819C00057500,57.5,16.79,17.637,17.637,17.637,17.637,17.637,17.637,17.637,17.637,17.637
CAT,CAT160819C00060000,60,14.5,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139
CAT,CAT160819C00062500,62.5,11.7,12.642,12.642,12.642,12.642,12.642,12.642,12.642,12.642,12.642
CAT,CAT160819C00065000,65,10.3,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144
CAT,CAT160819C00067500,67.5,7.75,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647
CAT,CAT160819C00070000,70,6.05,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT160819C00072500,72.5,4.45,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT160819C00075000,75,3.05,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT160819C00077500,77.5,1.85,0,0,0,0,0,0,0,0,0
CAT,CAT160819C00080000,80,1.06,0,0,0,0,0,0,0,0,0
CAT,CAT160819C00082500,82.5,0.53,0,0,0,0,0,0,0,0,0
CAT,CAT160819C00085000,85,0.24,0,0,0,0,0,0,0,0,0
CAT,CAT160819C00087500,87.5,0.12,0,0,0,0,0,0,0,0,0
CAT,CAT160819C00090000,90,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT160819C00095000,95,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00055000,55,25.2,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134
CAT,CAT161118C00060000,60,13.2,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139
CAT,CAT161118C00065000,65,9.95,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144
CAT,CAT161118C00067500,67.5,8,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647
CAT,CAT161118C00070000,70,7.35,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT161118C00072500,72.5,5.65,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT161118C00075000,75,4.25,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT161118C00077500,77.5,3.22,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00080000,80,2.18,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00082500,82.5,1.3,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00085000,85,0.95,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00087500,87.5,0.55,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00090000,90,0.35,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00095000,95,0.09,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00100000,100,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT161118C00105000,105,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00032500,32.5,47.72,42.612,42.612,42.612,42.612,42.612,42.612,42.612,42.612,42.612
CAT,CAT170120C00035000,35,45.23,40.115,40.115,40.115,40.115,40.115,40.115,40.115,40.115,40.115
CAT,CAT170120C00037500,37.5,42.33,37.617,37.617,37.617,37.617,37.617,37.617,37.617,37.617,37.617
CAT,CAT170120C00040000,40,33.01,35.119,35.119,35.119,35.119,35.119,35.119,35.119,35.119,35.119
CAT,CAT170120C00042500,42.5,37.31,32.622,32.622,32.622,32.622,32.622,32.622,32.622,32.622,32.622
CAT,CAT170120C00045000,45,33.5,30.124,30.124,30.124,30.124,30.124,30.124,30.124,30.124,30.124
CAT,CAT170120C00047500,47.5,24,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627
CAT,CAT170120C00050000,50,21,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129
CAT,CAT170120C00052500,52.5,19.78,22.632,22.632,22.632,22.632,22.632,22.632,22.632,22.632,22.632
CAT,CAT170120C00055000,55,15.7,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134
CAT,CAT170120C00057500,57.5,15.4,17.637,17.637,17.637,17.637,17.637,17.637,17.637,17.637,17.637
CAT,CAT170120C00060000,60,13.5,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139
CAT,CAT170120C00062500,62.5,13.4,12.642,12.642,12.642,12.642,12.642,12.642,12.642,12.642,12.642
CAT,CAT170120C00065000,65,10.25,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144
CAT,CAT170120C00067500,67.5,8.6,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647
CAT,CAT170120C00070000,70,8.04,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT170120C00072500,72.5,6.5,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT170120C00075000,75,4.95,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT170120C00077500,77.5,3.84,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00080000,80,2.99,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00082500,82.5,1.79,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00085000,85,1.52,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00087500,87.5,1.09,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00090000,90,0.71,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00092500,92.5,0.38,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00095000,95,0.21,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00097500,97.5,0.14,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00100000,100,0.1,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00105000,105,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00110000,110,0.04,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00115000,115,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00120000,120,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00125000,125,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00130000,130,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00135000,135,0.05,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00140000,140,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00145000,145,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00150000,150,0.03,0,0,0,0,0,0,0,0,0
CAT,CAT170120C00155000,155,0.01,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00037500,37.5,42.33,37.617,37.617,37.617,37.617,37.617,37.617,37.617,37.617,37.617
CAT,CAT180119C00040000,40,33.93,35.119,35.119,35.119,35.119,35.119,35.119,35.119,35.119,35.119
CAT,CAT180119C00042500,42.5,30.62,32.622,32.622,32.622,32.622,32.622,32.622,32.622,32.622,32.622
CAT,CAT180119C00045000,45,27.8,30.124,30.124,30.124,30.124,30.124,30.124,30.124,30.124,30.124
CAT,CAT180119C00047500,47.5,29.5,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627,27.627
CAT,CAT180119C00050000,50,22,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129,25.129
CAT,CAT180119C00052500,52.5,18.85,22.632,22.632,22.632,22.632,22.632,22.632,22.632,22.632,22.632
CAT,CAT180119C00055000,55,17.2,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134,20.134
CAT,CAT180119C00057500,57.5,17.75,17.637,17.637,17.637,17.637,17.637,17.637,17.637,17.637,17.637
CAT,CAT180119C00060000,60,15.7,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139,15.139
CAT,CAT180119C00062500,62.5,17.04,12.642,12.642,12.642,12.642,12.642,12.642,12.642,12.642,12.642
CAT,CAT180119C00065000,65,10.46,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144,10.144
CAT,CAT180119C00067500,67.5,11.1,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647,7.647
CAT,CAT180119C00070000,70,8.35,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149,5.149
CAT,CAT180119C00072500,72.5,8.2,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651,2.651
CAT,CAT180119C00075000,75,7.7,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177,0.177
CAT,CAT180119C00077500,77.5,6.75,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00080000,80,5.65,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00082500,82.5,4.5,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00085000,85,3.6,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00087500,87.5,3.15,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00090000,90,2.86,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00095000,95,1.65,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00100000,100,1.25,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00105000,105,0.7,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00110000,110,0.6,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00115000,115,0.6,0,0,0,0,0,0,0,0,0
CAT,CAT180119C00120000,120,0.52,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00091000,91,10.94,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74,9.74
CVX,CVX160610C00092000,92,10.25,8.741,8.741,8.741,8.741,8.741,8.741,8.741,8.741,8.741
CVX,CVX160610C00094000,94,6.8,6.743,6.743,6.743,6.743,6.743,6.743,6.743,6.743,6.743
CVX,CVX160610C00095000,95,8.22,5.744,5.744,5.744,5.744,5.744,5.744,5.744,5.744,5.744
CVX,CVX160610C00096000,96,6.27,4.745,4.745,4.745,4.745,4.745,4.745,4.745,4.745,4.745
CVX,CVX160610C00096500,96.5,4.76,4.245,4.245,4.245,4.245,4.245,4.245,4.245,4.245,4.245
CVX,CVX160610C00097000,97,5,3.746,3.746,3.746,3.746,3.746,3.746,3.746,3.746,3.746
CVX,CVX160610C00098000,98,3.22,2.747,2.747,2.747,2.747,2.747,2.747,2.747,2.747,2.747
CVX,CVX160610C00098500,98.5,2.46,2.247,2.247,2.247,2.247,2.247,2.247,2.247,2.247,2.247
CVX,CVX160610C00099000,99,2.12,1.748,1.748,1.748,1.748,1.748,1.748,1.748,1.748,1.748
CVX,CVX160610C00099500,99.5,1.6,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248,1.248
CVX,CVX160610C00100000,100,1.26,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749,0.749
CVX,CVX160610C00101000,101,0.7,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00102000,102,0.33,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00103000,103,0.15,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00104000,104,0.05,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00105000,105,0.07,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00106000,106,0.03,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00107000,107,0.03,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00108000,108,0.09,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00109000,109,0.09,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00110000,110,2.33,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00111000,111,0.05,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00115000,115,0.03,0,0,0,0,0,0,0,0,0
CVX,CVX160610C00118000,118,0.05,0,0,0,0,0,0,0,0,0
CVX,CVX160617C00040000,40,62.34,60.689,60.689,60.689,60.689,60.689,60.689,60.689,60.689,60.689
CVX,CVX160617C00042500,42.5,59.69,58.192,58.192,58.192,58.192,58.192,58.192,58.192,58.192,58.192
CVX,CVX160617C00045000,45,56.85,55.694,55.694,55.694,55.694,55.694,55.694,55.694,55.694,55.694
CVX,CVX160617C00050000,50,35.16,50.699,50.699,50.699,50.699,50.699,50.699,50.699,50.699,50.699
CVX,CVX160617C00055000,55,47.3,45.704,45.704,45.704,45.704,45.704,45.704,45.704,45.704,45.704
CVX,CVX160617C00060000,60,42.17,40.709,40.709,40.709,40.709,40.709,40.709,40.709,40.709,40.709
CVX,CVX160617C00065000,65,37.4,35.714,35.714,35.714,35.714,35.714,35.714,35.714,35.714,35.714
